Bat1,Out/NotOut,Runs,Balls Faced,Strike Rate,4s,6s,Opposition Rank,Opposition Index,Opposition,Ground,Home/Away,Start Date,Dot Ball %,Dot Ball,Scoring Shot,Middled,Left Alone,Control,Actual Control,Scoring Rate,Others,Running btw %,Win/Loss,Team Run,In @ Pos#,Pitch,Pitch Index,Weather,Exp Control,Impact
7,Out,7,14,50,0,1,6,4,v Sri Lanka,Visakhapatnam,Home,17-Dec-17,85.7,12,2,6,5,0.785714286,,3.5,1,0.142857143,Win,219,1,Dusty/Dry,1.5,Sunny,2.193973506,15.35781454
20,Out,20,30,66.66,2,1,1,5,v South Africa,Durban,Away,01-Feb-18,73.3,22,8,19,5,0.8,,2.5,6,0.3,Win,270,1,Dusty/Dry,1.5,Clear,2.225540928,44.51081857
15,Out,15,17,88.23,2,1,1,5,v South Africa,Centurion,Away,04-Feb-18,76.5,13,4,13,2,0.882352941,,3.75,1,0.066666667,Win,119,1,Dusty/Dry,1.5,Clear,2.41657909,36.24868635
0,Out,0,6,0,0,0,1,5,v South Africa,Cape Town,Away,07-Feb-18,100,6,0,2,1,0.5,,0,0,0,Win,303,1,Green,2,Clear,1.648721271,0
5,Out,5,13,38.46,1,0,1,5,v South Africa,Johannesburg,Away,10-Feb-18,84.6,11,2,4,6,0.769230769,,2.5,1,0.2,Loss,289,1,Green,2,Overcast,2.158105533,10.79052767
115,Out,115,126,91.26,11,4,1,5,v South Africa,Port Elizabeth,Away,13-Feb-18,55.6,70,56,,,0.84,0.84,2.053571429,47,0.408695652,Win,274,2,Green,2,Overcast,2.316366977,266.3822023
15,Out,15,13,115.38,3,0,1,5,v South Africa,Centurion,Away,16-Feb-18,61.5,8,5,8,2,0.769230769,,3,3,0.2,Win,206,2,Dead/Flat,1,Clear,2.158105533,32.371583
137*,Not Out,137,114,120.17,15,4,1,5,v England,Nottingham,Away,12-Jul-18,40.4,46,68,,,0.92,0.92,2.014705882,53,0.386861314,Win,269,1,Dead/Flat ,1,Clear,2.50929039,343.7727834
15,Out,15,26,57.69,2,0,1,5,v England,Lord's,Away,14-Jul-18,65.4,17,9,20,3,0.884615385,,1.666666667,7,0.466666667,Loss,236,1,Dry,1.5,Clear,2.422052655,36.33078982
2,Out,2,18,11.11,0,0,1,5,v England,Leeds,Away,17-Jul-18,88.9,16,2,10,2,0.666666667,,1,2,1,Loss,256,1,Dry,1.5,Clear,1.947734042,3.895468083
23,Out,23,22,104.54,4,0,,1,v Hong Kong,Dubai (DSC),Neutral,18-Sep-18,59.1,13,9,20,0,0.909090909,,2.555555556,7,0.304347826,Win,285,1,Dry,1.5,Sunny,2.482065084,57.08749694
52,Out,52,39,133.33,6,3,6,4,v Pakistan,Dubai (DSC),Neutral,19-Sep-18,51.3,20,19,30,2,0.820512821,,2.736842105,10,0.192307692,Win,164,1,Dead/Flat,1,Sunny,2.271664496,118.1265538
83*,Not Out,83,104,79.8,5,3,7,3,v Bangladesh,Dubai (DSC),Neutral,21-Sep-18,50,52,52,96,0,0.923076923,0.93,1.596153846,45,0.542168675,Win,174,1,Dead/Flat,1,Clear,2.517023174,208.9129234
111*,Not Out,111,119,93.27,7,4,6,4,v Pakistan,Dubai (DSC),Neutral,23-Sep-18,48.7,58,61,,,0.87,0.87,1.819672131,59,0.531531532,Win,238,1,Dead/Flat,1,Clear,2.386910854,264.9471047
48,Out,48,55,87.27,3,3,7,3,v Bangladesh,Dubai (DSC),Neutral,28-Sep-18,58.2,32,23,,,0.89,0.89,2.086956522,18,0.375,Win,223,1,Dusty/Dry ,1.5,Sunny,2.435129651,116.8862233
152*,Not Out,152,117,129.91,15,8,9,3,v West Indies,Guwahati,Home,21-Oct-18,45.3,53,64,,,0.82,0.82,2.375,44,0.289473684,Win,326,1,Dead/Flat,1,Clear,2.270499838,345.1159753
4,Out,4,8,50,1,0,9,3,v West Indies,Visakhapatnam,Home,24-Oct-18,87.5,7,1,6,0,0.75,,4,0,0,Draw,321,1,Dusty/Dry,1.5,Clear,2.117000017,8.468000066
8,Out,8,9,88.88,2,0,9,3,v West Indies,Pune,Home,27-Oct-18,77.8,7,2,7,1,0.888888889,,4,0,0,Loss,240,1,Green,2,Sunny,2.432425455,19.45940364
162,Out,162,137,118.24,20,4,9,3,v West Indies,Mumbai (BS),Home,29-Oct-18,41.6,57,80,,,0.88,0.88,2.025,58,0.358024691,Win,377,1,Dusty/Dry ,1.5,Clear,2.410899706,390.5657524
63*,Not Out,63,56,112.5,5,4,9,3,v West Indies,Thiruvananthapuram,Home,01-Nov-18,55.4,31,25,,,0.75,0.75,2.52,19,0.301587302,Win,105,1,Dusty/Dry ,1.5,Overcast,2.117000017,133.371001
133,Out,133,129,103.1,10,6,5,4,v Australia,Sydney,Away,12-Jan-19,50.4,65,64,,,0.79,0.79,2.078125,57,0.428571429,Loss,254,1,Dry,1.5,Sunny,2.203396426,293.0517247
43,Out,43,52,82.69,2,2,5,4,v Australia,Adelaide,Away,15-Jan-19,55.8,29,23,39,4,0.826923077,,1.869565217,23,0.534883721,Win,299,1,Dead/Flat,1,Sunny,2.28627322,98.30974846
9,Out,9,17,52.94,1,0,5,4,v Australia,Melbourne,Away,18-Jan-19,76.5,13,4,12,2,0.823529412,,2.25,5,0.555555556,Win,234,1,Green,2,Overcast,2.278527525,20.50674773
11,Out,11,24,45.83,1,0,4,4,v New Zealand,Napier,Away,23-Jan-19,70.8,17,7,14,1,0.625,,1.571428571,7,0.636363636,Win,156,1,Dead/Flat,1,Windy,1.868245957,20.55070553
87,Out,87,96,90.62,9,3,4,4,v New Zealand,Mount Maunganui,Away,26-Jan-19,58.3,56,40,64,8,0.75,0.74,2.175,33,0.379310345,Win,324,1,Dead/Flat,1,Windy,2.117000017,184.1790014
62,Out,62,77,80.51,3,2,4,4,v New Zealand,Mount Maunganui,Away,28-Jan-19,49.4,38,39,,,0.83,0.83,1.58974359,38,0.612903226,Win,245,1,Dead/Flat,1,Clear,2.29331874,142.1857619
7,Out,7,23,30.43,0,0,4,4,v New Zealand,Hamilton,Away,31-Jan-19,73.9,17,6,16,2,0.782608696,,1.166666667,7,1,Loss,92,1,Green,2,Clear,2.187170493,15.31019345
2,Out,2,16,12.5,0,0,4,4,v New Zealand,Wellington,Away,03-Feb-19,87.5,14,2,7,3,0.625,,1,2,1,Win,252,1,Green,2,Sunny,1.868245957,3.736491915
37,Out,37,66,56.06,5,0,5,4,v Australia,Hyderabad (Deccan),Home,02-Mar-19,68.2,45,21,42,8,0.757575758,,1.761904762,17,0.459459459,Win,240,1,Dusty/Dry,1.5,Clear,2.1330988,78.92465559
0,Out,0,6,0,0,0,5,4,v Australia,Nagpur,Home,05-Mar-19,100,6,0,4,0,0.666666667,,0,0,0,Win,250,1,Dead/Flat,1,Clear,1.947734042,0
14,Out,14,14,100,2,1,5,4,v Australia,Ranchi,Home,08-Mar-19,78.6,11,3,12,0,0.857142857,,4.666666667,0,0,Loss,281,2,Dead/Flat,1,Clear,2.356418442,32.98985819
95,Out,95,92,103.26,7,2,5,4,v Australia,Mohali,Home,10-Mar-19,42.4,39,53,83,1,0.913043478,,1.79245283,55,0.578947368,Win,358,1,Dead/Flat,1,Sunny,2.491895032,236.730028
56,Out,56,89,62.92,4,0,5,4,v Australia,Delhi,Home,13-Mar-19,57.3,51,38,,,0.86,0.86,1.473684211,40,0.714285714,Loss,272,1,Dead/Flat,1,Overcast,2.363160694,132.3369988
122*,Not Out,122,144,84.72,13,2,3,5,v South Africa,Southampton,Neutral,05-Jun-19,56.9,81.9,62.1,,,0.83,0.83,1.964573269,58,0.475409836,Win,230,2,Dusty/Dry,1.5,Sunny,2.29331874,279.7848863
57,Out,57,70,81.42,3,1,5,4,v Australia,The Oval,Neutral,09-Jun-19,47.1,33,37,59,2,0.871428571,,1.540540541,39,0.684210526,Win,352,1,Green,2,Sunny,2.390323162,136.2484202
140,Out,140,113,123.89,14,3,6,4,v Pakistan,Manchester,Neutral,16-Jun-19,35.4,40,73,,,0.85,0.85,1.917808219,66,0.471428571,Win,336,2,Dusty/Dry,1.5,Sunny,2.339646852,327.5505593
1,Out,1,10,10,0,0,10,2,v Afghanistan,Southampton,Neutral,22-Jun-19,90,9,1,8,0,0.8,,1,1,1,Win,224,2,Dusty/Dry ,1.5,Clear,2.225540928,2.225540928
18,Out,18,23,78.26,1,1,8,3,v West Indies,Manchester,Neutral,27-Jun-19,60.9,14,9,15,3,0.782608696,,2,8,0.444444444,Win,268,2,Dusty/Dry ,1.5,Sunny,2.187170493,39.36906887
102,Out,102,109,93.57,15,0,1,5,v England,Birmingham,Away,30-Jun-19,50.5,55,54,,,0.72,0.72,1.888888889,42,0.411764706,Loss,306,2,Dead/Flat,1,Sunny,2.054433211,209.5521875
104,Out,104,92,113.04,7,5,7,3,v Bangladesh,Birmingham,Neutral,02-Jul-19,42.4,39,53,,,0.85,0.85,1.962264151,46,0.442307692,Win,314,2,Dusty/Dry,1.5,Clear,2.339646852,243.3232726
103,Out,103,94,109.57,14,2,9,3,v Sri Lanka,Leeds,Neutral,06-Jul-19,50,47,47,86,0,0.914893617,,2.191489362,35,0.339805825,Win,265,2,Green,2,Overcast,2.496509652,257.1404941
1,Out,1,4,25,0,0,4,4,v New Zealand,Manchester,Neutral,09-Jul-19,75,3,1,2,,0.5,,1,1,1,Loss,221,2,Green,2,Overcast,1.648721271,1.648721271
TDNB,,,,,,,8,3,v West Indies,Providence,Away,08-Aug-19,,,,,,,,,,,No Result,,,Dusty/Dry,1.5,,,
18,Out,18,34,52.94,2,0,8,3,v West Indies,Port of Spain,Away,11-Aug-19,70.6,24,10,23,3,0.764705882,,1.8,10,0.555555556,Win,279,2,Dusty/Dry,1.5,Sunny,2.14836241,38.67052337
10,Out,10,6,166.66,2,0,8,3,v West Indies,Port of Spain,Away,14-Aug-19,33.3,2,4,5,1,1,,2.5,2,0.2,Win,256,1,Dusty/Dry ,1.5,Sunny,2.718281828,27.18281828
36,Out,36,56,64.28,6,0,8,3,v West Indies,Chennai,Home,15-Dec-19,69.6,39,17,37,4,0.732142857,,2.117647059,12,0.333333333,Loss,287,1,Dusty/Dry,1.5,Sunny,2.079531976,74.86315115
159,Out,159,138,115.21,17,5,8,3,v West Indies,Visakhapatnam,Home,18-Dec-19,44.2,61,77,113,0,0.81884058,0.8,2.064935065,61,0.383647799,Win,387,1,Green,2,Clear,2.2678689,360.5911551
63,Out,63,63,100,8,1,8,3,v West Indies,Cuttack,Home,22-Dec-19,47.6,30,33,51,5,0.888888889,,1.909090909,25,0.396825397,Win,316,1,Dead/Flat,1,Sunny,2.432425455,153.2428036
10,Out,10,15,66.66,2,0,5,4,v Australia,Mumbai,Home,14-Jan-20,73.3,11,4,10,1,0.733333333,,2.5,2,0.2,Loss,255,1,Dead/Flat,1,Sunny,2.082009083,20.82009083
42,Out,42,44,95.45,6,0,5,4,v Australia,Rajkot,Home,17-Jan-20,52.3,23,21,34,0,0.772727273,,2,18,0.428571429,Win,340,1,Dead/Flat,1,Sunny,2.165664565,90.95791175
119,Out,119,128,92.96,8,6,5,4,v Australia,Bengaluru,Home,19-Jan-20,53.1,68,60,95,5,0.78125,0.83,1.983333333,51,0.428571429,Win,289,1,Dead/Flat,1,Clear,2.184200811,259.9198965
28,Out,28,42,66.66,4,0,1,5,v England,Pune,Home,23-Mar-21,61.9,26,16,26,2,0.666666667,,1.75,12,0.428571429,Win,317,1,Dusty/Dry,1.5,Overcast,1.947734042,54.53655317
25,Out,25,25,100,5,0,1,5,v England,Pune,Home,26-Mar-21,60,15,10,20,1,0.84,,2.5,5,0.2,Loss,336,1,Dead/Flat,1,Clear,2.316366977,57.90917442
37,Out,37,37,100,6,0,1,5,v England,Pune,Home,28-Mar-21,48.6,18,19,28,1,0.783783784,,1.947368421,13,0.351351351,Win,329,1,Dead/Flat,1,Clear,2.189742121,81.02045848
60,Out,60,51,117.64,10,1,8,3,v West Indies,Ahmedabad,Home,06-Feb-22,56.9,29,22,39,2,0.803921569,0.8,2.727272727,14,0.233333333,Win,178,1,Dusty/Dry,1.5,Clear,2.234285676,134.0571406
5,Out,5,8,62.5,0,0,8,3,v West Indies,Ahmedabad,Home,09-Feb-22,50,4,4,5,1,0.75,,1.25,5,1,Win,237,1,Green,2,Clear,2.117000017,10.58500008
13,Out,13,15,86.66,3,0,8,3,v West Indies,Ahmedabad,Home,11-Feb-22,73.3,11,4,8,2,0.666666667,,3.25,1,0.076923077,Win,265,1,Green,2,Windy,1.947734042,25.32054254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny,,
