Bat1,Out/NotOut,Runs,Balls Faced,Strike Rate,4s,6s,Opposition Rank,Opposition Index,Opposition,Ground,Home/Away,Start Date,Dot Ball %,Dot Ball,Scoring Shot,Middled,Left Alone,Control,Actual Control,Scoring Rate,Others,Running btw %,Win/Loss,Team Run,In @ Pos#,Pitch,Pitch Index,Weather,Exp Control,Impact
5,Out,5,15,33.33,1,0,2,5,v South Africa,Paarl,Away,19-Jan-13,86.7,13.005,1.995,8,4,0.8,,2.506265664,1,0.2,Win,209,4,Green,2,Clear,2.225540928,11.12770464
145*,Not Out,145,136,106.61,17,1,2,5,v South Africa,Kimberley,Away,22-Jan-13,43.4,59.024,76.976,,,0.82,0.82,1.883704012,71,0.489655172,Win,279,3,Green,2,Clear,2.270499838,329.2224765
6,Out,6,17,35.29,1,0,2,5,v South Africa,Potchefstroom,Away,25-Jan-13,82.4,14.008,2.992,9,4,0.764705882,,2.005347594,2,0.333333333,Loss,260,3,Dead/Flat,1,Sunny,2.14836241,12.89017446
74,Out,74,99,74.74,6,0,4,4,v England,Hamilton,Home,17-Feb-13,50.5,49.995,49.005,82,3,0.858585859,,1.510049995,50,0.675675676,Win,259,3,Green,2,Clear,2.359821213,174.6267698
33,Out,33,47,70.21,3,0,4,4,v England,Napier,Home,20-Feb-13,53.2,25.004,21.996,36,3,0.829787234,,1.500272777,21,0.636363636,Loss,269,3,Dead/Flat,1,Sunny,2.292830852,75.66341812
7,Out,7,12,58.33,1,0,4,4,v England,Auckland,Home,23-Feb-13,66.7,8.004,3.996,8,2,0.833333333,,1.751751752,3,0.428571429,Loss,185,3,Green,2,Sunny,2.30097589,16.10683123
0,Out,0,2,0,0,0,2,5,v England,Lord's,Away,31-May-13,100,2,0,1,0,0.5,,0,0,0,Win,231,3,Green,2,Clear,1.648721271,0
55,Out,55,63,87.3,3,0,2,5,v England,Southampton,Away,02-Jun-13,44.4,27.972,35.028,52,1,0.841269841,,1.570172433,43,0.781818182,Win,359,3,Dead/Flat,1,Clear,2.319310263,127.5620645
19,Out,19,28,67.85,1,0,2,5,v England,Nottingham,Away,05-Jun-13,63.6,17.808,10.192,17,1,0.642857143,,1.864207221,15,0.789473684,Loss,253,3,Green,2,Overcast,1.901907144,36.13623574
16,Out,16,22,72.72,1,0,5,4,v Sri Lanka,Cardiff,Neutral,09-Jun-13,72.7,15.994,6.006,10,2,0.545454545,,2.664002664,12,0.75,Win,139,3,Green,2,Sunny,1.725392473,27.60627957
18*,Not Out,18,37,48.64,1,0,3,5,v Australia,Birmingham,Neutral,12-Jun-13,73,27.01,9.99,32,3,0.945945946,,1.801801802,14,0.777777778,No Result,51,3,,,,2.575248273,46.35446891
67,Out,67,54,124.07,8,1,2,5,v England,Cardiff,Away,16-Jun-13,35.2,19.008,34.992,,,0.82,0.82,1.914723365,29,0.432835821,Loss,159,3,Green,2,Overcast,2.270499838,152.1234891
Absent,,,,,,,9,3,v Bangladesh,Mirpur,Away,29-Oct-13,,,,,,,,,,,Loss,162,,Dusty/Dry,1.5,Overcast,,
8,Out,8,22,36.36,0,0,7,3,v West Indies,Auckland,Home,26-Dec-13,72.7,15.994,6.006,17,2,0.863636364,,1.332001332,8,1,Loss,156,3,Dead/Flat,1,Overcast,2.371769649,18.97415719
47,Out,47,55,85.45,3,0,7,3,v West Indies,Nelson,Home,04-Jan-14,45.5,25.025,29.975,47,2,0.890909091,,1.567973311,35,0.744680851,Win,285,3,Green,2,Overcast,2.437344412,114.5551874
16,Out,16,21,76.19,2,0,7,3,v West Indies,Hamilton,Home,08-Jan-14,57.1,11.991,9.009,17,1,0.857142857,,1.776001776,8,0.5,Loss,160,3,Dusty/Dry,1.5,Clear,2.356418442,37.70269507
71,Out,71,88,80.68,7,0,1,5,v India,Napier,Home,19-Jan-14,48.9,43.032,44.968,,,0.91,0.91,1.578900552,43,0.605633803,Win,292,3,Green,2,Clear,2.484322533,176.3868998
77,Out,77,87,88.5,5,1,1,5,v India,Hamilton,Home,22-Jan-14,41.4,36.018,50.982,,,0.9,0.9,1.510336982,51,0.662337662,Win,271,3,Dead/Flat,1,Clear,2.459603111,189.3894395
65,Out,65,74,87.83,4,1,1,5,v India,Auckland,Home,25-Jan-14,37.8,27.972,46.028,58,5,0.851351351,,1.412183888,43,0.661538462,Draw,314,3,Dead/Flat,1,Clear,2.342810673,152.2826937
60,Out,60,82,73.17,2,2,1,5,v India,Hamilton,Home,28-Jan-14,52.4,42.968,39.032,64,4,0.829268293,,1.537200246,40,0.666666667,Win,280,3,Dead/Flat,1,Sunny,2.291641317,137.498479
